id,customer_text,actual_brand_reply,your_intent,your_escalate_decision,notes,prior_context
67,@XboxSupport still waiting for a reply?? @150441,@531219 hi there! Can you check to make sure your controller is up to date with the steps here https://t.co/AjbWyIX8UB ? ^JS,hardware_issue,AUTO_HANDLE,,[]
68,"@XboxSupport I googled it and fixed it, thank you for offering to help though",@458009 Great to hear! Feel free to reach out should you have future Xbox Support questions! Happy Gaming! ^JS,noise_other,AUTO_HANDLE,,"[{""author"": ""458009"", ""text"": ""@XboxSupport WHY ISNT NETFLIX LAUNCHING..."", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@458009 a DM: https://t.co/nPX1yNXCi5 with your gamertag and a detailed summary of the issue you're experiencing?  2 ^ZM"", ""inbound"": false}]"
69,"@XboxSupport i bought shadow of mordor ages ago, yet now its gone from my games,and theres no install option in store.it says i own dlc tho😡","@395447 Hey there! To check, if you sign into your account here: https://t.co/FI2DG48xus do you see the transaction for that  1 ^BZ",purchase_store,ESCALATE,,[]
70,@115786 @XboxSupport @1478 @1479 @162401  Bug in Minecraft in the server of PvP.,"@349092 Hi! Let's have you follow us, DM us your Gamertag, and some more info about what you're seeing: https://t.co/nPX1yNXCi5
 ^BL",game_app_crash,AUTO_HANDLE,,"[{""author"": ""349092"", ""text"": ""Bug in Minecraft (xbox one) https://t.co/Tv5pIVg8C5"", ""inbound"": true}]"
71,@291093 @115786 @XboxSupport @115890 I literally came on twitter right now to see if they had posted something about live being down.....,@291092 Thanks for all of your patience! The proper teams have been notified and are looking into this for you. ^QZ,network_service,AUTO_HANDLE,,"[{""author"": ""291093"", ""text"": ""Xbox Live is down but yet no mention of it on: @115786, @XboxSupport, nor @115890.\nWhat is the point of following then? https://t.co/TA1CYvucwB"", ""inbound"": true}]"
72,@XboxSupport okay well everytime i try to do what it say to file a case review. my account doesn't show an enforcement so how can i make a case review????,@810006 Can you send us a photo of the message you see on the console and on the Enforcement site? ^JL,enforcement_ban,ESCALATE,,"[{""author"": ""810006"", ""text"": ""@115786 @XboxSupport so i logged in to my xbox 360 for the first time in 4 days after playing on the xbox 1. Playing WW2 and i get a message saying ive been banned and wont be able to play till 12/12/17. and you send a message that says i was cheating. proof???"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@810006 We don't have any info on Enforcement action here; you can submit a case review at https://t.co/JoGQTtB3Sp for more.  ^JL"", ""inbound"": false}]"
73,@XboxSupport been trying to download Friday the 13th 8 film deal for a while and it keeps getting error code. Any reason?,"@347224 Heya! This is something that is currently being looked into. If you see any changes on your end please let us know. 
 ^RR",purchase_store,AUTO_HANDLE,,[]
74,"@XboxSupport I replaced it on 6/22/17. For a $150 controller it's awful fragile. But still the best controller ever, that's why I'm bummed.",@191462 consult with out chat support team which options are available. You can reach them here https://t.co/sMM0hn9ycL.  2 ^RM,hardware_issue,AUTO_HANDLE,,"[{""author"": ""191462"", ""text"": ""@XboxSupport if I purchased an Elite controller and 4 months later the L bumper button broke. Would Microsoft replace it or am I out of $150?"", ""inbound"": true}, {""author"": ""191462"", ""text"": ""@XboxSupport This is my second one. My original lasted from 1/30/16 and the R bumper broke on it but I had Geek Squad protection. I refused protection on the replacement and 4 months later it's broke too. All I'm doing is playing games."", ""inbound"": true}]"
75,@XboxSupport @117331  Hi just wondering will there be a Xbox One S with Star Wars Battlefront 2 Bundle released in the UK.,"@696409 Hey, we would not be able to speculate, but you can refer to this page for the latest news for new Xbox games and content https://t.co/YbkcA3NhWK.
 ^RM",howto_general,AUTO_HANDLE,,[]
76,"@XboxSupport 
I can't use my account",@395605 Heyo! We'd like to Direct Message so we can collect some more information. Can you follow and  1 ^BZ,account_signin,ESCALATE,,[]
77,@XboxSupport Thank you,"@657677 Not a problem, have a good night!  ^BL",noise_other,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""@793037 Hi! I'm afraid for this, you'll only be able to gift games to users in the region that you're currently located in.  ^TJ"", ""inbound"": false}, {""author"": ""793037"", ""text"": ""@XboxSupport If she keeps the code it'll still work when she comes back to the U.S.?"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@793037 If she is physically in the US and her account is set to the US then it should work then.   ^RR"", ""inbound"": false}]"
78,"@XboxSupport Dosent solve it , 3 consoles... and my account can’t be live on all three, meaning licenses will only work on one at the time.","@630917 If you like, you can leave feedback in regards to this here: https://t.co/Ub2WjDyEcS 2/2 ^JA",howto_general,AUTO_HANDLE,,"[{""author"": ""630917"", ""text"": ""@XboxSupport three consoles at home. Is there a way to have the kids play the games we buy? Since i get logged out. :/"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@630917 Thanks for reaching out! If you set a console as the Home console for an account: https://t.co/G90oAkqm9X , then other accounts on the same console will have access to that account's Games and Gold membership :) ^QZ"", ""inbound"": false}]"
79,I preordered L.A. Noire on Xbox! I can't wait to play it again!,@439905 That's awesome to hear! Any other games that you're excited to play on the console?  ^JA,noise_other,AUTO_HANDLE,,[]
80,@XboxSupport why won’t my Xbox one X let me play games in 4K? My monitor supports 4K at 60hz. Already talked to Samsung .. Xbox issue ?,"@476348 Hi there! Let's check out our guide here for this 4K issue that you're seeing https://t.co/5YET6VY9ob
 ^TJ",howto_general,AUTO_HANDLE,,[]
81,"@XboxSupport It said there are no service offers, I just wanna know why its doing this Ive looked online and a lot of people say the same happens to them",@387732 with the chat team here: https://t.co/lUV7XYl61S to check out your options regarding the controller.  2 ^BL,hardware_issue,ESCALATE,controller warranty/replacement options,"[{""author"": ""387732"", ""text"": ""@XboxSupport my lb or rb button keeps getting jammed and breaking for no reason this is my 4th controller with the same problem any help?"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@387732 any issues getting this done please reach out to our phone team here: https://t.co/lUV7XYl61S for further assistance.  2 ^XS"", ""inbound"": false}]"
82,"@XboxSupport Your app on windows 10 sucks really bad, I have uninstalled it countless times and it still crashes when I try to message someone. Also how large of a file size is the app suppose to be?",@732742 Hi there! Can you send us a video of what you are seeing? Happy to help troubleshoot that. ^JL,game_app_crash,AUTO_HANDLE,,[]
83,@XboxSupport hello I have a issue with Xbox one,@185430 Thanks for letting us know! We were closed up overnight: https://t.co/XJOdrwpuSt but we're back open now :)  ^QZ,noise_other,AUTO_HANDLE,too vague to classify,[]
84,"@XboxSupport No, they didn't. Since my last response, Crunchroll has frozen and needed to be restarted twice",@222790 Thanks for that. Can you dm your GT and the exact steps you went through on that page? There are a few different path's there and the steps you tried can help us determine where the issue lies. https://t.co/nPX1yNG0Tv ^IS,game_app_crash,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""@222790 Hi, if your Xbox One X console is freezing, please try the steps here: https://t.co/ouleFx48g2 to see if they can help. ^ZM"", ""inbound"": false}, {""author"": ""222790"", ""text"": ""@XboxSupport I can exit the app and return to the dashboard most of the time, but it is a recurring issue. Haven't had it happen with games yet, but video apps seem to freeze a lot"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@222790 Just to clarify, did those steps help? ^CO"", ""inbound"": false}]"
85,@XboxSupport What about those of us who went from a Day One to an X?,@644020 previous running promotion has since expired and we do not have any info on a new promotion.  2 ^ZM,howto_general,AUTO_HANDLE,,"[{""author"": ""644021"", ""text"": ""@644020 @XboxSupport When the S came out, Microsoft were giving away the adapters for free. I sent off for mine and it came in a week."", ""inbound"": true}, {""author"": ""644020"", ""text"": ""@644021 I wonder if they're still doing that? I haven't had a reply from @XboxSupport yet."", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@644020 Heya! Unfortunately, that store promotion is no longer running, but you can still purchase the adapters here https://t.co/DEJIBFQ8jQ ^JL"", ""inbound"": false}]"
86,@120009 @XboxSupport @160829 Now I have a 2week ban,"@502326 Hi, can you direct message us and explain to us what you need help with? ^RM",enforcement_ban,ESCALATE,,"[{""author"": ""502326"", ""text"": ""@XboxSupport I need help."", ""inbound"": true}, {""author"": ""120009"", ""text"": ""@502326  #XboxHelp @XboxSupport and @160829 are here to help. What seems to be the problem?"", ""inbound"": true}]"
87,@XboxSupport SpliffChef,"@276043 Hi again! Just to clarify, is your account a child account, by chance?  ^JA",noise_other,AUTO_HANDLE,,"[{""author"": ""276043"", ""text"": ""@XboxSupport i can't play online. My xbox one x says i have to go to my online and privacy settings to connect i already did this and it doesnt work pls help me"", ""inbound"": true}]"
88,@XboxSupport I did uninstall and reinstall Battle Ages on Xboxone still not working i try to play Battle Ages force me back to home screen on XboxOne,@438878 Have you been able to work through all the steps here: https://t.co/YX3UgNYfB6 ^BL,game_app_crash,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""@438878 Hi there! If you are still seeing this happen would you mind sending us a Tweet? We are happy to take a look.  ^BL"", ""inbound"": false}, {""author"": ""438878"", ""text"": ""@XboxSupport I try to play Battle Age on XboxOne force me back to home screen on XboxOne 3 days it's happen to me"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@438878 Thank you for that information. Let's go ahead and uninstall the game then reinstall it and check again if this happens. ^BL"", ""inbound"": false}]"
89,@XboxSupport Was able to dumb down the settings on the old tv and get it going on the 4K. Thanks for all your help. You were very informative,"@254534 Thanks for this info, glad to hear this was resolved! If any more Xbox support questions pop up we'll be here to help ^EZ",noise_other,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""@254534 Are you using the HDMI cable that was included int he box with your console?  ^RR"", ""inbound"": false}, {""author"": ""254534"", ""text"": ""@XboxSupport Yes"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@254534 If you try using a different TV or HDMI cable does that help?  ^RR"", ""inbound"": false}]"
90,@XboxSupport @152374 If you have the disc version of Zoo Tycoon do you have to pay to get the enhanced version?,@623348 version of Zoo Tycoon is the Ultimate Animal Collection as shown here: https://t.co/GmJeZitVLT . It's a different version.  2 ^ZM,howto_general,AUTO_HANDLE,,[]
91,@115786 is a shitty fucking company and honestly shouldn't be supported at this point. Go fuck yourselves.,@506122 Hi there! Do you mind DM'ing us? We might be able to help troubleshoot that.  ^JL,noise_other,AUTO_HANDLE,,[]
92,@XboxSupport no everything else works That's why I'm saying it's the app,"@160806 Gotcha. Have you already tried reinstalling it? If not, let's have you give that a try to see if it helps. ^AK",game_app_crash,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""@160806 If you have any other Xbox Support questions down the road, be sure to give us a shout! 2/2 ^TJ"", ""inbound"": false}, {""author"": ""160806"", ""text"": ""@XboxSupport it's not working again It's not the controller it's the YouTube app"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@160806 I see. To make sure, do you notice any issues when using other apps or when playing other games on your console? ^TJ"", ""inbound"": false}]"
93,"@107664 @XboxSupport I deleted the internal console save also, did a hard reboot, reinstalled. I still cannot play the game.",@782923 Heya! Let's uninstall the game https://t.co/3oioL0JuK8 &amp; power cycle https://t.co/QENEhDs7tB the console &amp; reinstall. ^JL,game_app_crash,AUTO_HANDLE,,"[{""author"": ""782923"", ""text"": ""@107664 I have problems with the game when at the title screen. I am on the Xbox, and I press \""A\"" but my save never comes up. The music keeps playing, it was working perfectly yesterday. Please help!"", ""inbound"": true}]"
94,@XboxSupport Will a review get them show me the evidence that lead them to ban me? Because I don't think there is any since I did nothing wrong,"@188068 A case review would allow you to contact Enforcement for more info about the suspension, but we 1 ^EZ",enforcement_ban,ESCALATE,,"[{""author"": ""XboxSupport"", ""text"": ""@188068 We wouldn't have any further information on our end beyond what's available on that page, I'm afraid - we're… ^QZ"", ""inbound"": false}, {""author"": ""188068"", ""text"": ""@XboxSupport So then can you tag your good ol pals at enforcement? Or give me an email to send my request for proof to?"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@188068 There is not an email for Enforcement, but if the suspension is eligible you could submit a Review: https://t.co/U1yn6tkAAG  ^EZ"", ""inbound"": false}]"
95,@XboxSupport Its working now! Thank you Xbox Gods!,@672856 Happy to hear that! Let us know if you need help with anything else. ^JL,noise_other,AUTO_HANDLE,,"[{""author"": ""672856"", ""text"": ""@XboxSupport I can't login. Same issue that happend a week or so ago? What's going on?!"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@672856 Hi, are you able to sign in on another platform such as a phone or PC? ^RM"", ""inbound"": false}]"
96,@XboxSupport is anyone reporting issues with Xbox giftcards from Target not working today? Got one couple hours ago doesn't work,@581381 Hi there! Could you DM https://t.co/nPX1yNXCi5 us your Gamertag and the full code you are trying to redeem? ^JS,purchase_store,ESCALATE,"payment instrument not working, needs account investigation",[]
97,@XboxSupport (cont.) it'll sometimes work but then randomly it will stop working. I'm not sure what to do. (2/2),"@405143 Hello, thanks for reaching out to us. Can you DM us your gamertag, the name of the game, and any errors you're seeing? ^CO",game_app_crash,AUTO_HANDLE,partial message but context suggests intermittent game/app issue,"[{""author"": ""405143"", ""text"": ""@XboxSupport One of my discs recently has been acting weird. Sometimes it launches, sometimes it doesn't. Whenever I clean it (1/2)"", ""inbound"": true}]"
98,@XboxSupport Hi I'm getting a error code 0x800705b4 when trying to play star wars KotOr on my Xbox one can you help?,@436770 Hi there! Have you tried the steps in the guide here: https://t.co/ouleFx48g2 Mind sending us a 1/2 ^JA,game_app_crash,AUTO_HANDLE,,[]
99,@XboxSupport Fix the network issues with parties. Me and my friends are randomly disconnected from each and can’t communicate with one another. Been happening for 1-2 months now,"@807910 Definitely no good. Can you dm your gamertag, your specific console, and your Nat type. We haven't seen party disconnections as a trending issue recently and definitely want to take a look. https://t.co/nPX1yNG0Tv ^IS",network_service,AUTO_HANDLE,,"[{""author"": ""807910"", ""text"": ""@115786 get your shit together"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@807910 If you need help with your Xbox console, let us know! We're official Xbox support &amp; we'd be happy to help ^EZ"", ""inbound"": false}]"
100,"@XboxSupport Hi Xbox, I made an order (order id: 7469885705) on my phone but it’s not come through on my Xbox...?",@445947 Sorry to hear! We can help take a look. Can you DM us your gamertag and more info on what you purchased?  ^QZ,purchase_store,ESCALATE,,[]
101,@XboxSupport need support. 1404637384 is the case nr,"@713511 Hi, if the code was already used, you would want to reach out to the seller of the code. Where did you purchase the code from? ^RM",purchase_store,ESCALATE,,[]
102,"@XboxSupport Every time I start up my Xbox one x, I’m met with this error code:
E105 00000000 8007045D

And a frozen screen that tells me to restart my Xbox. 
Any help would be much appreciated",@380824 Hi there! Looks like we need an offline update. The steps for that process can be found here https://t.co/EOlFSIDvDc ^JL,hardware_issue,AUTO_HANDLE,,[]
103,"@XboxSupport Even after 2 factory resets, I still have error code e105 on my Xbox one upon starting up. What else can I do?","@700629 Gotcha, let's have you reach out to the chat team https://t.co/lUV7XYl61S to explore your options in this. ^JS",hardware_issue,ESCALATE,,[]
104,@XboxSupport so since I didn’t get a single thing I was told I was going to get with the deluxe edition of COD WW2 do I get my money back?,"@532804 Hello! If you're having trouble getting your pre-order content, this guide here https://t.co/PmlH50tPUi might help. ^AK",purchase_store,ESCALATE,mentions refund explicitly,[]
105,"@XboxSupport I'm haveing bandwidth issues, and I think it's a mix of my internet provider and Xbox issues",@181272 We will be closing soon [hours] if we do not get back to you our AM team will pick up where we left off. 2 ^JL,network_service,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""If you're trying to launch or download Forza 7, please know we have the proper teams investigating! Details at https://t.co/PzAdjUFMJj"", ""inbound"": false}]"
106,@117331 @XboxSupport @127852 any idea what's happened just randomly zoomed in while on FUT draft an didn't zoom back out so i lost 15k. https://t.co/JQA2Hc7PSr,"@201363 We'd be happy to help, but we could use more info. Could you follow &amp; DM @Xboxsupport with your Gamertag &amp; some details? ^EZ",game_app_crash,ESCALATE,Lost in-game currency due to bug,[]
107,@XboxSupport gray screen on #XboxOne on One Guide since update. Can't watch TV unless I bypass Xbox. #HELP,@291271 Hi there! Let's go ahead and remove: https://t.co/zJxn1EMf83 your profile from the console and then  1 ^BL,game_app_crash,AUTO_HANDLE,,[]
108,@XboxSupport Thank you for all that you do #amazingjob,@585810 Thank you so much for the kind words! We're always happy to help :) Hope you're having a fantastic day!  ^TJ,noise_other,AUTO_HANDLE,,[]
109,"@XboxSupport Yes, this is from the Madden 17 home screen https://t.co/czZmNtaaY4",@809060 Got it. What happens when you click there and try to purchase through he promotion. We're not seeing the promo listed on our store or online so it may be EA specific. Also do any terms and conditions pop up when you click there? ^IS,purchase_store,AUTO_HANDLE,,"[{""author"": ""809060"", ""text"": ""Madden 18 is supposed tok be 50% off on Xbox until December 2nd but $59.99 on the marketplace @XboxSupport @115890"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@809060 Hey there. Where are you seeing the dates for that promotion specifically? Can you share a picture or link?  ^IS"", ""inbound"": false}]"
110,"@129009 @XboxSupport Ça fait juste 1 mois que j’attends une réponse par mail après un appel à la centrale pour une manette qui ne fonctionne pas. Plus de 5 renvois de mail pour espérer recevoir une réponse, et toujours rien. 😡","@780271 Hey there. We are an English speaking support channel here, to better assist you are you able to continue in  1 ^BL",hardware_issue,ESCALATE,angry about no response for 1 month on controller issue,[]
111,@XboxSupport https://t.co/Kxi3AZFdjZ,@179656 it. We recommend waiting a bit longer for a response from the official Forza team.  2 ^ZM,noise_other,AUTO_HANDLE,"image-only tweet, no clear ask","[{""author"": ""XboxSupport"", ""text"": ""@179656 Forza forums so they can look into this further for you: https://t.co/2PrgEPHydt  2 ^RR"", ""inbound"": false}, {""author"": ""179656"", ""text"": ""@XboxSupport There is nothing about this, no solution"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@179656 Hi there, to clarify, did you make a post on their forums?  ^JS"", ""inbound"": false}]"
112,@XboxSupport No error it’s only kick me out from the game,@178504 Are you able to provide us with your Gamertag? ^XS,game_app_crash,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""@178504 Hey, what issue is appearing when you attempt to play the game? ^RM"", ""inbound"": false}, {""author"": ""178504"", ""text"": ""@XboxSupport Kick me out from the game"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@178504 are having along with your Gamertag? Please include verbatims of any error you are seeing.  2 ^XS"", ""inbound"": false}]"
113,"@XboxSupport Across the board, all parties I go into sound less damp, my friends notice it too. Did you update the party chat audio?",@815901 Hi there! Can you send us a picture of your network stats: Settings&gt;Network&gt;Network Settings&gt;Detailed Network Statistics and NAT? ^JL,network_service,AUTO_HANDLE,,[]
114,@XboxSupport none of my games are loading I keep getting the “x game is taking too long to load”,@400893 Hi there! Let's have you try resetting your router/modem and then power cycle: https://t.co/QENEhDawC3  ^JA,game_app_crash,AUTO_HANDLE,,[]
115,@XboxSupport It's working now I can see other people's post and create my own :),@761298 Thanks for letting us know! Please Tweet us whenever there are questions &amp; we'll be here for you.  ^CW,noise_other,AUTO_HANDLE,,"[{""author"": ""761298"", ""text"": ""@XboxSupport is there a problem with Xbox looking for group? It doesn't load any posts for me on console or app."", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@761298 Should be back to normal now! Can you retry &amp; let us know how it goes? We'll be here for you.  ^CW"", ""inbound"": false}]"
116,@XboxSupport why oh why is my Xbox one X freezing up...😂,"@699859 Hey, is your console freezing during gameplay or during startup? You can  1 ^RM",hardware_issue,AUTO_HANDLE,,[]
117,@XboxSupport any help would be appreciated. https://t.co/GvlSLb0nN9,@795468 Hi there! Let's check out our guide here for this error code that you're seeing https://t.co/d41zqsj8mY ^TJ,noise_other,AUTO_HANDLE,"no context from link, but reply suggests error code troubleshooting",[]
118,"... any chance I can get, say, Gears of War 4 free to show off my new 4K beast when it finally arrive as a ""sorry for that""? @XboxSupport :)",@527605 Reaching out to the live chat team to explore some possible options https://t.co/lUV7XYl61S 2/2 ^TJ,noise_other,AUTO_HANDLE,,[]
119,@157703 It's zoomed in even more now 🤔 welp,@383230 Hi there! Let's try a full power cycle by following all the steps here: https://t.co/QENEhDawC3  ^BL,hardware_issue,AUTO_HANDLE,,"[{""author"": ""383230"", ""text"": ""@XboxSupport um hello so your new update is OK but like it's enlarged many of my notifications so I can't actually respond to them. Help? https://t.co/oNOLST45Bf"", ""inbound"": true}, {""author"": ""157703"", ""text"": ""@383230 Hold down the controller power button, then press the double box button on the controller. This should clear it up!  #XboxHelp"", ""inbound"": true}]"
120,"@117331 @XboxSupport @115787 @15913 @115786 I have a 4k tv that doesn't have hdr technology,how much difference will the Xbox one x make","@475380 Hi there! If you'd like more info about 4K HDR &amp; Xbox One X, we have details about this on https://t.co/3ErTCLqi2C  ^EZ",howto_general,AUTO_HANDLE,,[]
121,@XboxSupport @353480 @353481  https://t.co/jt8OLX39Bo,"@768120 Hi there, if the developers are acknowledging this is on their end, we recommend reaching out to them again. ^CO",game_app_crash,AUTO_HANDLE,,"[{""author"": ""768120"", ""text"": ""@XboxSupport @353480 @353481 Microsoft, how can you let developers release games and not give support to the players? https://t.co/SdP4KFCecm"", ""inbound"": true}]"
122,@115786 @XboxSupport How do I cancel a preorder on Xbox?,@416606 our chat support team here: https://t.co/lUV7XYl61S to explore your options on this.  2 ^ZM,purchase_store,ESCALATE,,[]
123,"@XboxSupport I still have had no help to resolve my problem &amp; you ended Up telling me to ring ea, &amp; this is a joke of service &amp; I will not renew my Xbox live after this farce",@143544 of said account. When you have a moment please reach out to them so we can get this resolved for you.  3 ^XS,noise_other,ESCALATE,"angry complaint, unclear original issue","[{""author"": ""XboxSupport"", ""text"": ""Thinking about making the jump to Xbox One X? Learn how you can pre-download 4K assets for Xbox One X Enhanced titles with this video: https://t.co/KTQqziEhiB"", ""inbound"": false}]"
124,"@XboxSupport Having some trouble with some functions on the xbox elite controller, but it wont let me register it so I can replace it","@539742 Hey there, you can register your device here: https://t.co/v9YfjCym1O and check for warranty and repair options. If you have  1 ^XS",hardware_issue,AUTO_HANDLE,,[]
125,@XboxSupport certify arks update I want rentable servers,"@248436 Hey there. This process can take some time, and it's not something we'd have control over here on Twitter. Hang in there! ^AK",noise_other,AUTO_HANDLE,feature request not support issue,[]
126,"@XboxSupport I'm looking at getting Forza Horizon 3, but please explain why the Deluxe Edition + Car Pass works out $15 cheaper than getting the Ultimate Edition which includes the exact same content?","@279130 We would not be able to speculate on pricing here at support, but if you run into any issues with purchasing do let us know. ^JL",howto_general,AUTO_HANDLE,,[]
127,"@XboxSupport Here’s what comes up specifically. Once I click that, I get no text. And if I try the email, I get no email. https://t.co/kMykgNSEEn",@307240 Let's have you try reaching out to phone support here: https://t.co/lOCEiuUPdH so they can look into this further for you.  ^RR,account_signin,ESCALATE,,"[{""author"": ""307240"", ""text"": ""@MicrosoftHelps @XboxSupport Whenever I try to make a purchase on the @115890 store, a \""Verify Your Identity\"" page comes up, however, I get neither a text nor email. Help."", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@307240 Hi there! Which store are you seeing this pop up in? Do you mind linking us to the page you are trying to use? ^JL"", ""inbound"": false}]"
128,@XboxSupport Yes all characters are available online only. Offline only one character,@222464 Can you DM us so we can send a bit more info? ^JL,game_app_crash,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""@222464 Hi again! Let's try following these steps, they should help: https://t.co/C9CYDu8xoy ^CO"", ""inbound"": false}, {""author"": ""222464"", ""text"": ""@XboxSupport Followed the steps. Still having troubles offline"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@222464 Just to be sure, were you able to play all of the characters online?  ^JL"", ""inbound"": false}]"
129,"@XboxSupport 
Hello! I just bought my Xbox Scorpio yesterday. Got an 14 day Live trial passcode. Iv'e entered the code. But my account somehow has stalled in silvermode or something. Because i still can't play online. Just download ""Games with gold"" titles.",@629982 That's strange! Can you DM us your gamertag and more info on exactly what you see when you play online? Any specific error messages or codes you can share? https://t.co/nPX1yNG0Tv ^QZ,billing_subscription,ESCALATE,trial code redeemed but service not activated,[]
130,@XboxSupport The hard drive is detected but my console slows when it’s used &amp; doesn’t want to launch some games or apps or recognize DLC thats installed.,@162385 Gotcha. Have you tested plugging your hard drive into an alternate USB port on the console?  ^JA,hardware_issue,AUTO_HANDLE,,"[{""author"": ""162385"", ""text"": ""@XboxSupport is there a way to tell if one of my external hard drives on my Xbox one is malfunctioning? I’m having problems with my X1 now"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@162385 Hey there! What seems to be the trouble that you are experiencing with your external hard drive? Is the console 1/2  ^JA"", ""inbound"": false}, {""author"": ""XboxSupport"", ""text"": ""@162385 not detecting the hard drive? If so, have you tried the steps here: https://t.co/8gKDIjWOUD 2/2  ^JA"", ""inbound"": false}]"
131,"@XboxSupport my xbox won’t let me sign in cause I don’t have the security code, and I haven’t got a email for it",@325839 Howdy! Could you go through the steps here https://t.co/aCbkVejZGt to help with recovering your account information? ^JS,account_signin,ESCALATE,,[]
132,"@XboxSupport No it didn't, I also set my Xbox one back to factory settings but nothing.So strange that everything on the app works except NBA TV closes.",@387488 Thanks for that. Could you try the steps here https://t.co/BtdGH8S5aQ for apps freezing and crashing? ^JS,game_app_crash,AUTO_HANDLE,,"[{""author"": ""387488"", ""text"": ""@XboxSupport Everytime I try to watch NBA TV on the NBA app the app closes and goes back to the Xbox one dashboard, I have a subscribtion."", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@387488 app, power cycle https://t.co/QENEhDawC3 your console, then reinstall. Does that fix it?  2 ^BZ"", ""inbound"": false}]"
133,@XboxSupport guys any chance of help :(,"@236308 Hi there! Could you DM us your Gamertag, the full code you're trying to redeem, and the where you bought the code from? ^JS",purchase_store,AUTO_HANDLE,,[]
134,@XboxSupport Game lag,"@348950 Thanks for the clarification. Can you DM us your Gamertag, NAT type, and your detailed network stats. ^CO",network_service,AUTO_HANDLE,,"[{""author"": ""348950"", ""text"": ""@XboxSupport why is Xbox so laggy?"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@348950 Hello, thanks for reaching out to us. Are you seeing dashboard lag or game lag? ^CO"", ""inbound"": false}]"
135,@XboxSupport Question; lots of reviews are saying that Madden 18 will “eventually” get Xbox One X support. Will it be ready on 11/7?,"@486734 Hi there! We wouldn't have specific info on that here, I'm afraid. The best places to watch for official… ^QZ",howto_general,AUTO_HANDLE,,[]
136,@464300 Do you know if it will download 4K patches on to HDD when connected to #XboxOneX and will that just be ignored when switched back to XB1?,@411019 Heya! If you set that external drive as the default drive it should use it directly. For more info: https://t.co/KnvMRASnLt 1 ^JL,howto_general,AUTO_HANDLE,,"[{""author"": ""411019"", ""text"": ""Hi @XboxSupport I have 4TB HDD for my #XboxOne with 300+ games. Can I reuse HDD with #XboxOneX and back again? Thanks!"", ""inbound"": true}, {""author"": ""464300"", ""text"": ""@411019 absolutely yes! All my games are on a 6TB ready for Tuesday!"", ""inbound"": true}]"
137,"@XboxSupport I have gotten the newest update already, downloaded it Wednesday.",@631495 Thanks for clarifying. Were you able to perform a factory reset with the steps in: https://t.co/aaMK3PfO1C as well? ^EZ,hardware_issue,AUTO_HANDLE,,"[{""author"": ""XboxSupport"", ""text"": ""@631495 Is the game on an external drive? Or on the internal drive? ^CO"", ""inbound"": false}, {""author"": ""631495"", ""text"": ""@XboxSupport Internal drive"", ""inbound"": true}, {""author"": ""XboxSupport"", ""text"": ""@631495 system update: https://t.co/aaMK3PfO1C On step 7 select:  Reset and keep my games &amp; apps  2 ^RR"", ""inbound"": false}]"
138,@XboxSupport @125833 why won't my guided games/nightfall or my strike playlist won't load either.,"@190459 That sound strange. Can you DM us your gamertag, steps you've tried &amp; a detailed summary of the issue so we can help? ^AK",game_app_crash,AUTO_HANDLE,,[]
139,@XboxSupport still can’t connect to my internet,@276041 What you will want to do at this point is reach out to our chat  1 ^XS,network_service,AUTO_HANDLE,,[]
